search URL:,https://patents.google.com/?q=%28G21B+NOT+G21B3%252f00%29&before=priority:20091231&after=priority:20000101&clustered=true&dups=language&sort=old
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CA-2464283-A1,High temperature reformation of waste carbon dioxide using temperature and electro statically modulated fusion system ,Viva Marie Cundliffe,Viva Marie Cundliffe,2004-05-14,2004-05-14,2005-11-14,,https://patents.google.com/patent/CA2464283A1/en,
DE-102004026018-A1,"Nuclear fusion process, comprises overcoming the coulombic repulsion of one of the impact partners by firing heavy ions at it ",Alexander Oberhof,Alexander Oberhof,2004-05-27,2004-05-27,2005-12-15,,https://patents.google.com/patent/DE102004026018A1/en,
EP-1642301-A2,Fusion apparatus and methods ,"Lowell Rosen, Robert F. Gazdzinski","Lowell Rosen, Robert F. Gazdzinski",2003-06-13,2004-06-12,2006-04-05,,https://patents.google.com/patent/EP1642301A2/en,
AU-2004252873-A1,Fusion apparatus and methods ,Lowell Rosen,"Robert F. Gazdzinski, Lowell Rosen",2003-06-13,2004-06-12,2005-01-06,,https://patents.google.com/patent/AU2004252873A1/en,
WO-2005001845-A2,Fusion apparatus and methods ,"Lowell Rosen, Gazdzinski Robert F","Lowell Rosen, Robert F. Gazdzinski",2003-06-13,2004-06-12,2005-01-06,,https://patents.google.com/patent/WO2005001845A2/en,
CA-2529163-A1,Fusion apparatus and methods ,"Lowell Rosen, Robert F. Gazdzinski","Lowell Rosen, Robert F. Gazdzinski",2003-06-13,2004-06-12,2005-01-06,,https://patents.google.com/patent/CA2529163A1/en,
WO-2005001845-A3,Fusion apparatus and methods ,"Lowell Rosen, Robert F Gazdzinski","Lowell Rosen, Robert F Gazdzinski",2003-06-13,2004-06-12,2006-09-21,,https://patents.google.com/patent/WO2005001845A3/en,
JP-2006004780-A,Negative ion source ,"Toshiba Corp, 株式会社東芝, Toshiba Syst Technol Corp, 東芝システムテクノロジー株式会社","Koji Ichihashi, 公嗣 市橋, Shiro Asano, 史朗 浅野, Toshihisa Okuyama, 利久 奥山, Yasuo Suzuki, 靖生 鈴木",2004-06-17,2004-06-17,2006-01-05,,https://patents.google.com/patent/JP2006004780A/en,https://patentimages.storage.googleapis.com/02/d9/0f/b7b5781effb042/2006004780-3.png
US-7329399-B2,"Hydrogen trapper compound, method for the production and uses thereof ","Commissariat A L'energie Atomique, Compagnie Generale Des Matieres Nucleaires","Sylvie Camaro, Quentin Ragetly, Chantal Riglet-Martial",2003-08-29,2004-08-25,2008-02-12,2008-02-12,https://patents.google.com/patent/US7329399B2/en,https://patentimages.storage.googleapis.com/ad/bc/47/cf75d633b7e3af/US07329399-20080212-D00001.png
WO-2005024884-A1,"Hydrogen trapper compound, method for the production and uses thereof ","Commissariat A L'energie Atomique, Compagnie Generale Des Matieres Nucleaires","Sylvie Camaro, Quentin Ragetly, Chantal Riglet-Martial",2003-08-29,2004-08-25,2005-03-17,,https://patents.google.com/patent/WO2005024884A1/en,
EP-1658630-B8,"Hydrogen trapper compound, method for the production and uses thereof ","Commissariat A L'energie Atomique, Areva Inc","Sylvie Camaro, Quentin Ragetly, Chantal Riglet-Martial",2003-08-29,2004-08-25,2009-11-18,2009-11-18,https://patents.google.com/patent/EP1658630B8/en,
CN-100565753-C,"Hydrogen trapper compound, Preparation Method And The Use ","原子能委员会, 通用核材料公司","西尔维·卡马罗, 康坦·拉热利, 尚塔尔·里格莱-马夏尔",2003-08-29,2004-08-25,2009-12-02,2009-12-02,https://patents.google.com/patent/CN100565753C/en,https://patentimages.storage.googleapis.com/89/c7/b3/e715bc45592c30/C2004800038340021H2.png
RU-2006106743-A,"HYDROGEN COMPOUND CONNECTOR, METHOD FOR ITS PRODUCTION AND ITS APPLICATION ","Комиссариат А Ль`Энержи Атомик (Fr), Комиссариат А Ль`Энержи Атомик, Компани Женераль Де Матьер Нюклер (Fr), Компани Женераль Де Матьер Нюклер","Сильви КАМАРО (FR), Сильви КАМАРО, Кентэн РАГЕТЛИ (FR), Кентэн РАГЕТЛИ, Шанталь РИГЛЕ-МАРТИАЛЬ (FR), Шанталь РИГЛЕ-МАРТИАЛЬ",2003-08-29,2004-08-25,2007-10-10,,https://patents.google.com/patent/RU2006106743A/en,
EP-1658630-B1,"Hydrogen trapper compound, method for the production and uses thereof ","Commissariat A L'energie Atomique, Compagnie Generale Des Matieres Nucleaires","Sylvie Camaro, Quentin Ragetly, Chantal Riglet-Martial",2003-08-29,2004-08-25,2009-10-07,2009-10-07,https://patents.google.com/patent/EP1658630B1/en,https://patentimages.storage.googleapis.com/0b/a0/36/96897388b157b4/imgf0001.png
JP-2007504075-A,"Hydrogen scavenging compounds, their production and use ","コミツサリア　タ　レネルジー　アトミーク, コンパニー・ジュネラル・デ・マティエル・ヌークリエル","カマロ，シルヴィー, ラジェリー，クエンティン, リグレ‐マルシャル，シャンタ",2003-08-29,2004-08-25,2007-03-01,,https://patents.google.com/patent/JP2007504075A/en,https://patentimages.storage.googleapis.com/45/36/7e/ed4f0243581a18/2007504075-2.png
DE-602004023522-D1,HYDROGEN TRAPPER COMPOSITION MANUFACTURING METHOD AND USES THEREOF ,"Commissariat Energie Atomique, Cogema","Sylvie Camaro, Quentin Ragetly, Chantal Riglet-Martial",2003-08-29,2004-08-25,2009-11-19,,https://patents.google.com/patent/DE602004023522D1/en,
KR-20060057535-A,"Hydrogen trapper compound, method for the production and uses thereof ","꼼미사리아 아 레네르지 아토미끄, 꼼빠니 제네랄 데 마띠에르 뉘끌레르","실비에 싸마로, 쿠엥뗑 라지틀리, 챤딸 리글렛-마티알",2003-08-29,2004-08-25,2006-05-26,,https://patents.google.com/patent/KR20060057535A/en,https://patentimages.storage.googleapis.com/d3/24/4f/e540861dda361b/112005066390115-PCT00003.png
CN-1748281-A,"Hydrogen trapper compound, method for the production and uses thereof ","原子能委员会, 通用核材料公司","西尔维·卡马罗, 康坦·拉热利, 尚塔尔·里格莱-马夏尔",2003-08-29,2004-08-25,2006-03-15,,https://patents.google.com/patent/CN1748281A/en,https://patentimages.storage.googleapis.com/9b/32/75/d01e61b930f301/A20048000383400211.png
AT-E445224-T1,HYDROGEN TRAPPER COMPOSITION METHOD OF PREPARATION AND USES THEREOF ,"Commissariat Energie Atomique, Cogema","Sylvie Camaro, Quentin Ragetly, Chantal Riglet-Martial",2003-08-29,2004-08-25,2009-10-15,2009-10-15,https://patents.google.com/patent/ATE445224T1/en,
JP-4782679-B2,"Hydrogen scavenging compounds, their production and use ","コミッサリア  ア  レネルジー  アトミーク  エ  オ  ゼネルジ  ザルタナテイヴ, コンパニー・ジュネラル・デ・マティエル・ヌークリエル","カマロ，シルヴィー, ラジェリー，クエンティン, リグレ‐マルシャル，シャンタ",2003-08-29,2004-08-25,2011-09-28,2011-09-28,https://patents.google.com/patent/JP4782679B2/en,https://patentimages.storage.googleapis.com/d3/7d/60/d1e9c6e6640415/0004782679-2.png
RU-2338290-C2,"Compound-hydrogen catcher, method of its production and its usage ","Комиссариат А Ль`Энержи Атомик, Компани Женераль Де Матьер Нюклер","Сильви КАМАРО (FR), Сильви КАМАРО, Кентэн РАГЕТЛИ (FR), Кентэн РАГЕТЛИ, Шанталь РИГЛЕ-МАРТИАЛЬ (FR), Шанталь РИГЛЕ-МАРТИАЛЬ",2003-08-29,2004-08-25,2008-11-10,2008-11-10,https://patents.google.com/patent/RU2338290C2/en,https://patentimages.storage.googleapis.com/97/14/5b/b2d4126284bd18/00000006.png
ES-2334444-T3,"HYDROGEN ATTRACTOR COMPOUND, MANUFACTURING PROCEDURE AND USES. ","Commissariat A L'energie Atomique, Areva Nc","Sylvie Camaro, Quentin Ragetly, Chantal Riglet-Martial",2003-08-29,2004-08-25,2010-03-10,2010-03-10,https://patents.google.com/patent/ES2334444T3/en,
EP-1658630-A1,"Hydrogen trapper compound, method for the production and uses thereof ","Commissariat A L'Energie Atomique, Compagnie Generale Des Matieres Nucleaires","Sylvie Camaro, Quentin Ragetly, Chantal Riglet-Martial",2003-08-29,2004-08-25,2006-05-24,,https://patents.google.com/patent/EP1658630A1/en,
KR-101113462-B1,"Hydrogen trapper compound, method for the production and uses thereof ","꼼빠니 제네랄 데 마띠에르 뉘끌레르, 꼼미사리아 아 레네르지 아토미끄 에뜨 옥스 에너지스 앨터네이티브즈","실비에 싸마로, 쿠엥뗑 라지틀리, 챤딸 리글렛-마티알",2003-08-29,2004-08-25,2012-03-07,2012-03-07,https://patents.google.com/patent/KR101113462B1/en,https://patentimages.storage.googleapis.com/e2/88/d2/dde11eaa8ed260/112005066390115-pct00003.png
US-2006043333-A1,"Hydrogen trapper compound, method for the production and uses thereof ","Sylvie Camaro, Quentin Ragetly, Chantal Riglet-Martial","Sylvie Camaro, Quentin Ragetly, Chantal Riglet-Martial",2003-08-29,2004-08-25,2006-03-02,,https://patents.google.com/patent/US20060043333A1/en,https://patentimages.storage.googleapis.com/c3/dd/0a/88088fd92d1b46/US20060043333A1-20060302-D00001.png
US-2006008043-A1,Electromagnetic radiation-initiated plasma reactor ,"Shehane Stephen H, Spielman Rick B, Leon Jean-Francais P, Mike Fraim","Stephen Shehane, Rick Spielman, Jean-Francais Leon, Mike Fraim",2000-07-05,2004-09-07,2006-01-12,,https://patents.google.com/patent/US20060008043A1/en,https://patentimages.storage.googleapis.com/9b/89/a6/59a59f1df70105/US20060008043A1-20060112-D00000.png
US-7560069-B2,Material including beryllium intermetallic compound and having excellent high-temperature property applied to nuclear fusion reactor ,"Ngk Insulators, Ltd.","Hiroshi Kawamura, Munenori Uchida, Minoru Uda, Yoshio Ito",2002-04-08,2004-09-30,2009-07-14,2009-07-14,https://patents.google.com/patent/US7560069B2/en,https://patentimages.storage.googleapis.com/fc/b3/e8/ebe2e6af1522fc/US07560069-20090714-D00000.png
US-2005135960-A1,Material including beryllium intermetallic compound and having excellent high-temperature property applied to nuclear fusion reactor ,"Ngk Insulators, Ltd.","Hiroshi Kawamura, Munenori Uchida, Minoru Uda, Yoshio Ito",2002-04-08,2004-09-30,2005-06-23,,https://patents.google.com/patent/US20050135960A1/en,https://patentimages.storage.googleapis.com/98/88/5b/53433bf35e3391/US20050135960A1-20050623-D00000.png
US-2006072697-A1,Symmetrically articulated reactor ,"Proctor Engineering Research & Consulting, Inc.",Charles Proctor,2004-10-06,2004-10-06,2006-04-06,,https://patents.google.com/patent/US20060072697A1/en,https://patentimages.storage.googleapis.com/5e/8e/98/3e59ba8ce2a1ab/US20060072697A1-20060406-D00000.png
AT-8158-U1,MONOBLOCK COOLING COMPONENT ,Plansee Ag,"Bertram Schedler, Anton Dr Ing Zabernig, Thomas Friedrich, Thomas Huber, Karlheinz Scheiber, Dietmar Schedle, Hans-Dieter Friedle",2004-10-27,2004-10-27,2006-02-15,,https://patents.google.com/patent/AT8158U1/en,
US-2008251502-A1,Controlled fusion in a field reversed configuration and direct energy conversion ,"The Regents Of The University Of California, University Of Florida Research Foundation","Hendrik J. Monkhorst, Norman Rostoker",2001-03-19,2004-11-01,2008-10-16,,https://patents.google.com/patent/US20080251502A1/en,https://patentimages.storage.googleapis.com/3e/6c/b4/498d93f1c70c99/US20080251502A1-20081016-D00000.png
US-7459654-B2,Controlled fusion in a field reversed configuration and direct energy conversion ,"The Regents Of The University Of California, University Of Florida Research Foundation","Hendrik J. Monkhorst, Norman Rostoker",2001-03-19,2004-11-01,2008-12-02,2008-12-02,https://patents.google.com/patent/US7459654B2/en,https://patentimages.storage.googleapis.com/a5/4d/63/8a8b0ca0c194ca/US07459654-20081202-D00000.png
US-2006039518-A1,"Thermal cavitation focusing, inertial containment test equipment ",Hornkohl Jason L,Jason Hornkohl,2002-05-16,2004-11-02,2006-02-23,,https://patents.google.com/patent/US20060039518A1/en,https://patentimages.storage.googleapis.com/fd/55/73/7f2be58048289c/US20060039518A1-20060223-D00000.png
US-7391160-B2,Controlled fusion in a field reversed configuration and direct energy conversion ,"Regents Of The University Of California, University Of Florida Research Foundation","Hendrik J. Monkhorst, Norman Rostoker",2001-03-19,2004-11-04,2008-06-24,2008-06-24,https://patents.google.com/patent/US7391160B2/en,https://patentimages.storage.googleapis.com/7c/65/19/3a1f799d389db9/US07391160-20080624-D00000.png
US-2008069287-A1,Controlled fusion in a field reversed configuration and direct energy conversion ,"The Regents Of The University Of California, University Of Florida Research Foundation","Hendrik J. Monkhorst, Norman Rostoker",2001-03-19,2004-11-04,2008-03-20,,https://patents.google.com/patent/US20080069287A1/en,https://patentimages.storage.googleapis.com/ff/03/c8/3e6d7e54d4c94a/US20080069287A1-20080320-D00000.png
HK-1065918-A1,An apparatus and method for confining a plasma ,Univ California,"Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2004-11-05,2005-03-04,,https://patents.google.com/patent/HK1065918A1/en,
US-2005258767-A1,Controlled fusion in a field reversed configuration and direct energy conversion ,"The Regents Of The University Of California, University Of Florida Research Foundation","Hendrik Monkhorst, Norman Rostoker",2001-03-19,2004-11-05,2005-11-24,,https://patents.google.com/patent/US20050258767A1/en,https://patentimages.storage.googleapis.com/69/cb/50/bdd51fe4ffbd1c/US20050258767A1-20051124-D00000.png
GB-0608513-D0,Fuel cells that operate on nuclear reactions produced using rapid temperature changes ,Lin Ping Wha,,2003-11-26,2004-11-26,2006-06-07,,https://patents.google.com/patent/GB0608513D0/en,
GB-2423184-B,Fuel cells that operate on nuclear reactions produced using rapid temperature changes ,Ping-Wha Lin,Ping-Wha Lin,2003-11-26,2004-11-26,2007-04-25,2007-04-25,https://patents.google.com/patent/GB2423184B/en,
GB-2408844-B,Fuel cells that operate on nuclear reactions produced using rapid temperature changes ,Ping-Wha Lin,Ping-Wha Lin,2003-11-26,2004-11-26,2006-11-01,2006-11-01,https://patents.google.com/patent/GB2408844B/en,
DE-102004057272-A1,Method for generating electricity and fuel cells ,"Lin, Ping-Wha, Angola",Ping-Wha Lin,2003-11-26,2004-11-26,2005-06-23,,https://patents.google.com/patent/DE102004057272A1/en,
CA-2488854-A1,Fuel cells that operate on nuclear reactions produced using rapid temperature changes ,Ping-Wha Lin,Ping-Wha Lin,2003-11-26,2004-11-26,2005-05-26,,https://patents.google.com/patent/CA2488854A1/en,
GB-0426069-D0,Fuel cells that operate on nuclear reactions produced using rapid temperature changes ,Lin Ping Wha,,2003-11-26,2004-11-26,2004-12-29,,https://patents.google.com/patent/GB0426069D0/en,
GB-2408844-A,Generating electricity from nuclear reactions ,Ping-Wha Lin,Ping-Wha Lin,2003-11-26,2004-11-26,2005-06-08,,https://patents.google.com/patent/GB2408844A/en,
GB-2423184-A,Nuclear fuel cell ,Ping-Wha Lin,Ping-Wha Lin,2003-11-26,2004-11-26,2006-08-16,,https://patents.google.com/patent/GB2423184A/en,
RU-2273968-C1,Method for forming stable states of dense high temperature plasma ,"Закрытое акционерное общество ""Рустермосинтез""","Станислав Иванович Фисенко (RU), Станислав Иванович Фисенко, Игорь Станиславович Фисенко (RU), Игорь Станиславович Фисенко",2004-11-30,2004-11-30,2006-04-10,2006-04-10,https://patents.google.com/patent/RU2273968C1/en,
KR-20060062477-A,Coil lifter of superconduction magnet structure ,두산중공업 주식회사,"남경민, 원준연",2004-12-03,2004-12-03,2006-06-12,,https://patents.google.com/patent/KR20060062477A/en,https://patentimages.storage.googleapis.com/b1/8f/c9/7d33b1e1d199cc/112004057145291-PAT00001.png
KR-100600377-B1,Coil Lifter of Superconduction Magnet Structure ,두산중공업 주식회사,"남경민, 원준연",2004-12-03,2004-12-03,2006-07-18,2006-07-18,https://patents.google.com/patent/KR100600377B1/en,https://patentimages.storage.googleapis.com/9b/b8/e5/799a601a1ac548/112004057145291-pat00001.png
US-2006199459-A1,Formation of a field reversed configuration for magnetic and electrostatic confinement of plasma ,The Regents Of The University Of California,"Norman Rostoker, Michl Binderbauer, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2004-12-17,2006-09-07,,https://patents.google.com/patent/US20060199459A1/en,https://patentimages.storage.googleapis.com/e5/2b/e1/8d7b151a62757b/US20060199459A1-20060907-D00000.png
US-7126284-B2,Formation of a field reversed configuration for magnetic and electrostatic confinement of plasma ,The Regents Of The University Of California,"Norman Rostoker, Michl Binderbauer, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2004-12-17,2006-10-24,2006-10-24,https://patents.google.com/patent/US7126284B2/en,https://patentimages.storage.googleapis.com/a0/8a/0e/4fe69c08c49c24/US07126284-20061024-D00000.png
EP-1675444-A1,Process for determining local emissivity profile of suprathermal electrons ,Commissariat A L'Energie Atomique,"Didier Mazon, Oliveiro Barana, Yves Peysson",2004-12-22,2004-12-22,2006-06-28,,https://patents.google.com/patent/EP1675444A1/en,https://patentimages.storage.googleapis.com/3e/24/a5/a349a30da0b2b7/imgf0001.png
